DD_TABLE_ALIAS  DD_DVAR_NAME    DD_ATTR_OPTS    
ADC_LANGUAGE    	LANGUAGE_ID     	K	
ARS_PARAMS      	BACKORDERS      	W	
ARS_PARAMS      	BEG_CMT_LINE    	L	
ARS_PARAMS      	BEG_CMT_LINE    	W	
ARS_PARAMS      	CASH_SALE       	L	
ARS_PARAMS      	CASH_SALE       	W	
ARS_PARAMS      	CNTR_PRT_PGM    	L	
ARS_PARAMS      	CNTR_PRT_PGM    	W	
ARS_PARAMS      	COMMIT_DAYS     	L	
ARS_PARAMS      	COMMIT_DAYS     	W	
ARS_PARAMS      	CUSTOMER_ID     	L	
ARS_PARAMS      	CUSTOMER_ID     	W	
ARS_PARAMS      	CUSTOMER_OUTPUT 	L	
ARS_PARAMS      	CUSTOMER_OUTPUT 	W	
ARS_PARAMS      	CUSTOMER_SIZE   	L	
ARS_PARAMS      	CUSTOMER_SIZE   	W	
ARS_PARAMS      	DEF_SHP_DAYS    	L	
ARS_PARAMS      	DEF_SHP_DAYS    	W	
ARS_PARAMS      	DROPSHP_COST    	L	
ARS_PARAMS      	DROPSHP_COST    	W	
ARS_PARAMS      	DROPSHP_WHSE    	L	
ARS_PARAMS      	DROPSHP_WHSE    	W	
ARS_PARAMS      	END_CMT_LINE    	L	
ARS_PARAMS      	END_CMT_LINE    	W	
ARS_PARAMS      	FIRM_ID         	O	
ARS_PARAMS      	HOLD_ZERO       	L	
ARS_PARAMS      	HOLD_ZERO       	W	
ARS_PARAMS      	INV_HISTPGM     	L	
ARS_PARAMS      	INV_HISTPGM     	W	
ARS_PARAMS      	INV_HIST_FLG    	L	
ARS_PARAMS      	INV_HIST_FLG    	W	
ARS_PARAMS      	JOB_NOS         	L	
ARS_PARAMS      	JOB_NOS         	W	
ARS_PARAMS      	LINE_CODE       	L	
ARS_PARAMS      	LINE_CODE       	W	
ARS_PARAMS      	LSTCOM_DATE     	L	
ARS_PARAMS      	LSTCOM_DATE     	W	
ARS_PARAMS      	MAX_CUSTOMER_LEN	L	
ARS_PARAMS      	MAX_CUSTOMER_LEN	W	
ARS_PARAMS      	MIN_CSH_SALE    	L	
ARS_PARAMS      	MIN_CSH_SALE    	W	
ARS_PARAMS      	MIN_LINE_AMT    	L	
ARS_PARAMS      	MIN_LINE_AMT    	W	
ARS_PARAMS      	MIN_ORD_AMT     	L	
ARS_PARAMS      	MIN_ORD_AMT     	W	
ARS_PARAMS      	MULTI_DIST      	L	
ARS_PARAMS      	MULTI_DIST      	W	
ARS_PARAMS      	MULTI_TYPES     	L	
ARS_PARAMS      	MULTI_TYPES     	W	
ARS_PARAMS      	PRT_GL_DET      	L	
ARS_PARAMS      	PRT_GL_DET      	W	
ARS_PARAMS      	REC_PRT_PGM     	L	
ARS_PARAMS      	REC_PRT_PGM     	W	
ARS_PARAMS      	REC_PRT_SYS     	L	
ARS_PARAMS      	REC_PRT_SYS     	W	
ARS_PARAMS      	RETAIN_HIST     	L	
ARS_PARAMS      	RETAIN_HIST     	W	
ARS_PARAMS      	RETAIN_JOBS     	L	
ARS_PARAMS      	RETAIN_JOBS     	W	
ARS_PARAMS      	SEQUENCE_00     	L	
ARS_PARAMS      	SEQUENCE_00     	W	
ARS_PARAMS      	SKIP_LN_CODE    	L	
ARS_PARAMS      	SKIP_LN_CODE    	W	
ARS_REPORT      	ADDR_LINE_2     	L	
ARS_REPORT      	AR              	L	
ARS_REPORT      	AR              	W	
ARS_REPORT      	FIRM_ID         	O	
ARS_REPORT      	SEQUENCE_02     	L	
ARS_REPORT      	SEQUENCE_02     	W	
ART_CASHDET     	FIRM_ID         	O	
ART_CASHGL      	FIRM_ID         	O	
ART_CASHHDR     	FIRM_ID         	O	
ART_INVDET      	FIRM_ID         	O	
ART_INVHDR      	AR_TYPE         	I	
ART_INVHDR      	AR_TYPE         	O	
ART_INVHDR      	DATES_CHG       	I	
ART_INVHDR      	DATES_CHG       	O	
ART_INVHDR      	FIRM_ID         	I	
ART_INVHDR      	FIRM_ID         	O	
ART_INVHDR      	SEQUENCE_00     	I	
ART_INVHDR      	SEQUENCE_00     	O	
ART_SALESTAX    	FIRM_ID         	O	
ARU_AGINGUPDATE 	CUSTOMER_ID     	1	
ARU_AGINGUPDATE 	CUSTOMER_ID     	2	
ARU_CASHJOURNAL 	CUSTOMER_ID     	1	
ARU_CASHJOURNAL 	CUSTOMER_ID     	2	
ARU_CASHJOURNAL 	RECEIPT_DATE    	1	
ARU_CASHJOURNAL 	RECEIPT_DATE    	2	
ARW_CASHJOURNAL 	FIRM_ID         	O	
ARW_CASHRECEIPTS	FIRM_ID         	O	
ARW_RANKING     	FIRM_ID         	O	
ARX_CHANGESAFLAG	CUSTOMER_ID     	1	
ARX_CHANGESAFLAG	CUSTOMER_ID     	2	
BMC_OPCODES     	FIRM_ID         	O	
BMC_RESEQ       	FIRM_ID         	O	
BMC_RESEQ       	RECORD_ID_A     	O	
BME_ORDER       	FIRM_ID         	O	
BME_PRODUCT     	FIRM_ID         	O	
BMM_BILLCMTS    	FIRM_ID         	O	
BMM_BILLMAST    	FIRM_ID         	O	
BMM_BILLMAT     	FIRM_ID         	O	
BMM_BILLOPER    	FIRM_ID         	O	
BMM_BILLSUB     	FIRM_ID         	O	
BMM_RESEQLNK    	FIRM_ID         	O	
BMM_RESEQMAT    	FIRM_ID         	O	
BMM_RESEQOPS    	FIRM_ID         	O	
BMM_RESEQSUB    	FIRM_ID         	O	
BMS_PARAMS      	FIRM_ID         	O	
BMX_BILLMAT     	FIRM_ID         	O	
BMX_BILLOPER    	FIRM_ID         	O	
BMX_PACKLIST    	FIRM_ID         	O	
CRM_CONTACTS    	ADDRESS_LINE_1  	G	
CRM_CONTACTS    	ADDRESS_LINE_2  	G	
CRM_CONTACTS    	ADDRESS_LINE_2  	L	
CRM_CONTACTS    	ADDRESS_LINE_3  	G	
CRM_CONTACTS    	ADDRESS_LINE_3  	L	
CRM_CONTACTS    	CELL_PHONE_NO   	G	
CRM_CONTACTS    	CITY            	G	
CRM_CONTACTS    	CONTACT_ID      	G	
CRM_CONTACTS    	CONTACT_ID      	I	
CRM_CONTACTS    	COUNTRY         	G	
CRM_CONTACTS    	CUSTOMER_ID     	G	
CRM_CONTACTS    	CUSTOMER_ID     	I	
CRM_CONTACTS    	FAX_NO          	G	
CRM_CONTACTS    	FIRM_ID         	G	
CRM_CONTACTS    	FIRM_ID         	I	
CRM_CONTACTS    	MESSENGER_ID    	G	
CRM_CONTACTS    	NAME            	G	
CRM_CONTACTS    	NAME_LAST       	L	
CRM_CONTACTS    	NAME_MI         	L	
CRM_CONTACTS    	NAME_SALUTATION 	G	
CRM_CONTACTS    	NAME_SUFFIX     	G	
CRM_CONTACTS    	NAME_SUFFIX     	L	
CRM_CONTACTS    	PAGER_NO        	G	
CRM_CONTACTS    	STATE_CODE      	G	
CRM_CONTACTS    	STATE_ID        	G	
CRM_CONTACTS    	ZIP_CODE        	G	
CRM_CONTACT_FAM 	CONTACT_ID      	G	
CRM_CONTACT_FAM 	CONTACT_ID      	I	
CRM_CONTACT_FAM 	CUSTOMER_ID     	G	
CRM_CONTACT_FAM 	CUSTOMER_ID     	I	
CRM_CONTACT_FAM 	FIRM_ID         	G	
CRM_CONTACT_FAM 	FIRM_ID         	I	
CRM_CONTACT_FAM 	SEQUENCE_NO     	G	
CRM_CONTACT_FAM 	SEQUENCE_NO     	I	
CRM_CUSTDET     	AR_TYPE         	O	
CRM_CUSTDET     	FIRM_ID         	O	
CRM_CUSTMAST    	ADDR_LINE_2     	L	
CRM_CUSTMAST    	ADDR_LINE_3     	L	
CRM_CUSTMAST    	ADDR_LINE_4     	L	
CRM_CUSTMAST    	AR_SHIP_VIA     	O	
CRM_CUSTMAST    	CUSTOMER_ID     	K	
CRM_CUSTMAST    	FIRM_ID         	O	
CRM_CUSTMAST    	FOB             	O	
CRM_CUSTMAST    	RETAIN_CUST     	O	
CRM_CUSTPMTS    	AVG_DAYS        	C	
CRM_CUSTPMTS    	AVG_DAYS_MTD    	C	
CRM_CUSTPMTS    	AVG_DAYS_YTD    	C	
CRM_CUSTPMTS    	AVG_DAYS_YTD    	L	
CRM_CUSTPMTS    	AVG_DTP_NMTD    	C	
CRM_CUSTPMTS    	AVG_DTP_NMTD    	L	
CRM_CUSTPMTS    	AVG_DTP_PYTD    	C	
CRM_CUSTPMTS    	AVG_DTP_PYTD    	L	
CRM_CUSTPMTS    	CUSTOMER_ID     	K	
CRM_CUSTPMTS    	FIRM_ID         	O	
CRM_CUSTPMTS    	LSTINV_DATE     	C	
CRM_CUSTPMTS    	LSTPAY_DATE     	C	
CRM_CUSTPMTS    	MTD_COST        	C	
CRM_CUSTPMTS    	MTD_HIGH_CRD    	C	
CRM_CUSTPMTS    	MTD_NO_PMTS     	C	
CRM_CUSTPMTS    	MTD_NO_PMTS     	W	
CRM_CUSTPMTS    	MTD_SALES       	C	
CRM_CUSTPMTS    	NMTD_HIGH_CR    	C	
CRM_CUSTPMTS    	NMTD_HIGH_CR    	L	
CRM_CUSTPMTS    	NMTD_NO_PAY     	C	
CRM_CUSTPMTS    	NMTD_NO_PAY     	W	
CRM_CUSTPMTS    	NMTD_SALES      	C	
CRM_CUSTPMTS    	NMTD_SALES      	L	
CRM_CUSTPMTS    	NO_PAYMENTS     	C	
CRM_CUSTPMTS    	NO_PAYMENTS     	W	
CRM_CUSTPMTS    	NXT_MTD_COST    	C	
CRM_CUSTPMTS    	NXT_MTD_COST    	L	
CRM_CUSTPMTS    	PRI_YTD_COST    	C	
CRM_CUSTPMTS    	PRI_YTD_COST    	L	
CRM_CUSTPMTS    	PYR_HI_CRD      	C	
CRM_CUSTPMTS    	PYR_HI_CRD      	L	
CRM_CUSTPMTS    	PYR_NO_PY       	C	
CRM_CUSTPMTS    	PYR_NO_PY       	W	
CRM_CUSTPMTS    	PYR_SALES       	C	
CRM_CUSTPMTS    	PYR_SALES       	L	
CRM_CUSTPMTS    	YTD_COST        	C	
CRM_CUSTPMTS    	YTD_COST        	L	
CRM_CUSTPMTS    	YTD_HI_CRED     	C	
CRM_CUSTPMTS    	YTD_HI_CRED     	L	
CRM_CUSTPMTS    	YTD_NO_PMTS     	C	
CRM_CUSTPMTS    	YTD_NO_PMTS     	W	
CRM_CUSTPMTS    	YTD_SALES       	C	
CRM_CUSTPMTS    	YTD_SALES       	L	
CRM_DOCUMENTS   	CUSTOMER_ID     	G	
CRM_DOCUMENTS   	CUSTOMER_ID     	I	
CRM_DOCUMENTS   	FIRM_ID         	G	
CRM_DOCUMENTS   	FIRM_ID         	I	
CRM_NOTES       	CUSTOMER_ID     	G	
CRM_NOTES       	CUSTOMER_ID     	I	
CRM_NOTES       	FIRM_ID         	G	
CRM_NOTES       	FIRM_ID         	I	
DDM_DRILL_DEFS  	ASC_COMP_ID     	D	
DDM_DRILL_DEFS  	ASC_PROD_ID     	D	
DDM_DRILL_DEFS  	DD_ATTR_SLEV    	O	
DDM_DRILL_DEFS  	DRILL_DEF_ID    	K	
DDM_ELEMENTS    	ASC_COMP_ID     	D	
DDM_ELEMENTS    	ASC_PROD_ID     	D	
DDM_ELEMENTS    	DD_ATTR_SLEV    	O	
DDM_ELEMENTS    	DD_DATA_NAME    	K	
DDM_ELEMENT_CMTS	DD_COMM_TEXT    	X	
DDM_KEYS        	DD_KEY_NUMBER   	0	
DDM_KEY_SEGS    	DD_KEY_NUMBER   	G	
DDM_KEY_SEGS    	DD_SEGMENT_SEQ  	G	
DDM_KEY_SEGS    	DD_TABLE_ALIAS  	G	
DDM_TABLES      	ASC_COMP_ID     	D	
DDM_TABLES      	ASC_PROD_ID     	D	
DDM_TABLES      	DD_ATTR_CPGM    	O	
DDM_TABLES      	DD_ATTR_DKNM    	O	
DDM_TABLES      	DD_ATTR_FIMG    	O	
DDM_TABLES      	DD_ATTR_HELP    	O	
DDM_TABLES      	DD_ATTR_NOTE    	O	
DDM_TABLES      	DD_ATTR_PCAL    	O	
DDM_TABLES      	DD_ATTR_PRUN    	O	
DDM_TABLES      	DD_ATTR_SLEV    	O	
DDM_TABLES      	DD_TABLE_ALIAS  	K	
DDM_TABLE_CMTS  	DD_COMM_TEXT    	R	
DDM_TABLE_COLS  	ASC_COMP_ID     	G	
DDM_TABLE_COLS  	ASC_PROD_ID     	G	
DDM_TABLE_COLS  	DD_ATTR_ABLC    	G	
DDM_TABLE_COLS  	DD_ATTR_ABLC    	I	
DDM_TABLE_COLS  	DD_ATTR_ABLV    	G	
DDM_TABLE_COLS  	DD_ATTR_ABLV    	I	
DDM_TABLE_COLS  	DD_ATTR_CPGM    	G	
DDM_TABLE_COLS  	DD_ATTR_CPGM    	I	
DDM_TABLE_COLS  	DD_ATTR_CTLH    	G	
DDM_TABLE_COLS  	DD_ATTR_CTLH    	I	
DDM_TABLE_COLS  	DD_ATTR_CTLW    	G	
DDM_TABLE_COLS  	DD_ATTR_CTLW    	I	
DDM_TABLE_COLS  	DD_ATTR_CTLX    	G	
DDM_TABLE_COLS  	DD_ATTR_CTLX    	I	
DDM_TABLE_COLS  	DD_ATTR_CTLY    	G	
DDM_TABLE_COLS  	DD_ATTR_CTLY    	I	
DDM_TABLE_COLS  	DD_ATTR_DFLT    	G	
DDM_TABLE_COLS  	DD_ATTR_DRLE    	G	
DDM_TABLE_COLS  	DD_ATTR_DRLL    	G	
DDM_TABLE_COLS  	DD_ATTR_DRLL    	I	
DDM_TABLE_COLS  	DD_ATTR_GHDR    	G	
DDM_TABLE_COLS  	DD_ATTR_GHDR    	I	
DDM_TABLE_COLS  	DD_ATTR_HELP    	O	
DDM_TABLE_COLS  	DD_ATTR_LABL    	G	
DDM_TABLE_COLS  	DD_ATTR_LABS    	G	
DDM_TABLE_COLS  	DD_ATTR_MAXL    	G	
DDM_TABLE_COLS  	DD_ATTR_MAXV    	G	
DDM_TABLE_COLS  	DD_ATTR_MINL    	G	
DDM_TABLE_COLS  	DD_ATTR_MINV    	G	
DDM_TABLE_COLS  	DD_ATTR_MLAN    	G	
DDM_TABLE_COLS  	DD_ATTR_PROM    	G	
DDM_TABLE_COLS  	DD_ATTR_PVAL    	G	
DDM_TABLE_COLS  	DD_ATTR_SLEV    	G	
DDM_TABLE_COLS  	DD_ATTR_TABG    	G	
DDM_TABLE_COLS  	DD_ATTR_TABG    	I	
DDM_TABLE_COLS  	DD_ATTR_TIND    	O	
DDM_TABLE_COLS  	DD_CREATE_DATE  	G	
DDM_TABLE_COLS  	DD_CREATE_DATE  	I	
DDM_TABLE_COLS  	DD_DATA_NAME    	V	
DDM_TABLE_COLS  	DD_LSTREV_DATE  	G	
DDM_TABLE_COLS  	DD_LSTREV_DATE  	I	
DDM_TABLE_COLS  	DD_MASK_TYPE    	G	
DDM_TABLE_COLS  	DD_SEQUENCE     	G	
DDM_TABLE_COLS  	DD_SYSTEM_ID    	G	
DDM_TABLE_COLS  	DD_SYSTEM_REC   	G	
DDM_TABLE_COLS  	DD_SYSTEM_REC   	I	
DDM_TABLE_COLS  	DD_TABLE_ALIAS  	G	
DDM_TABLE_DISP  	DD_ATTR_CTLW    	O	
DDM_TABLE_DISP  	DD_ATTR_CTLX    	O	
DDM_TABLE_DISP  	DD_ATTR_CTLY    	O	
DDM_TABLE_DISP  	DD_ATTR_DRLE    	O	
DDM_TABLE_DISP  	DD_ATTR_GHDR    	O	
DDM_TABLE_DISP  	DD_ATTR_TABG    	O	
DDM_TABLE_DISP  	DD_ATTR_TIND    	O	
DDM_TABLE_DNOT  	DD_FORM_COMMENTS	X	
DDM_TABLE_DNOT  	DD_LSTGEN_DATE  	C	
DDM_TABLE_DNOT  	DD_LSTGEN_TIME  	C	
DDM_TABLE_DNOT  	DD_LSTGEN_USER  	C	
DDM_TABLE_DNOT  	DD_LSTREV_DATE  	C	
DDM_TABLE_DNOT  	DD_LSTREV_TIME  	C	
DDM_TABLE_DNOT  	DD_LSTREV_USER  	C	
DDM_TABLE_FRMS  	DD_FORM_COMMENTS	L	
DDM_TABLE_FRMS  	DD_FORM_COMMENTS	X	
DDM_TABLE_FRMS  	DD_LSTGEN_DATE  	C	
DDM_TABLE_FRMS  	DD_LSTGEN_TIME  	C	
DDM_TABLE_FRMS  	DD_LSTGEN_USER  	C	
DDM_TABLE_FRMS  	DD_LSTREV_DATE  	C	
DDM_TABLE_FRMS  	DD_LSTREV_TIME  	C	
DDM_TABLE_FRMS  	DD_LSTREV_USER  	C	
DDM_TABLE_REG   	REG_TABLES      	C	
DDM_TABLE_REG   	REG_TABLES      	X	
DDM_TABLE_REG   	WEB_PASSWORD    	p	
DDM_TABLE_REG   	WEB_TABLE_ID    	X	
DDM_TABLE_TPLS  	DD_TABLE_TPL    	X	
GLC_CYCLECODE   	CYCLE_CODE      	K	
GLC_CYCLECODE   	FIRM_ID         	O	
GLC_CYCLECODE   	LSTUSE_DATE     	O	
GLC_CYCLECODE   	LSTUSE_TIME     	O	
GLC_CYCLECODE   	PROCESS_DATE    	O	
GLC_JOURNALCODE 	FIRM_ID         	O	
GLC_JOURNALCODE 	JOURNAL_ID      	K	
GLE_13PERIODAMT 	FIRM_ID         	O	
GLE_13PERIODRPT 	FIRM_ID         	O	
GLE_13PERIODTOT 	FIRM_ID         	O	
GLE_ALLOCDET    	FIRM_ID         	O	
GLE_ALLOCDET    	GL_DEST_ACCT    	V	
GLE_ALLOCDET    	GL_POST_AMT     	O	
GLE_ALLOCDET    	GL_SRC_ACCT     	G	
GLE_ALLOCDET    	LINE_NO         	G	
GLE_ALLOCDET    	UNITS           	O	
GLE_ALLOCHDR    	FIRM_ID         	O	
GLE_ALLOCHDR    	GL_POST_AMT     	O	
GLE_ALLOCHDR    	UNITS           	O	
GLE_DAILYDETAIL 	FIRM_ID         	O	
GLE_FINANCIALAMT	FIRM_ID         	O	
GLE_FINANCIALRPT	FIRM_ID         	O	
GLE_FINANCIALTOT	FIRM_ID         	O	
GLE_JRNLDET     	FIRM_ID         	G	
GLE_JRNLDET     	GL_ACCOUNT      	V	
GLE_JRNLDET     	GL_POST_AMT     	O	
GLE_JRNLDET     	JE_TRANS_ID     	G	
GLE_JRNLDET     	JE_TRANS_ID     	K	
GLE_JRNLDET     	JOURNAL_ID      	G	
GLE_JRNLDET     	LINE_NO         	G	
GLE_JRNLHDR     	CYCLE_CODE      	O	
GLE_JRNLHDR     	FIRM_ID         	O	
GLE_JRNLHDR     	JE_TRANS_ID     	K	
GLE_RECJEDET    	FIRM_ID         	G	
GLE_RECJEDET    	GL_ACCOUNT      	V	
GLE_RECJEDET    	GL_POST_AMT     	O	
GLE_RECJEDET    	JE_TRANS_ID     	G	
GLE_RECJEDET    	JE_TRANS_ID     	K	
GLE_RECJEDET    	JOURNAL_ID      	G	
GLE_RECJEDET    	LINE_NO         	G	
GLE_RECJEHDR    	CYCLE_CODE      	O	
GLE_RECJEHDR    	FIRM_ID         	O	
GLE_RECJEHDR    	JE_TRANS_ID     	K	
GLM_ACCT        	FIRM_ID         	O	
GLM_ACCT        	GL_ACCOUNT      	K	
GLM_ACCTBREAKS  	FIRM_ID         	O	
GLM_ACCTCOMMENTS	FIRM_ID         	G	
GLM_ACCTCOMMENTS	FIRM_ID         	O	
GLM_ACCTCOMMENTS	GL_ACCOUNT      	G	
GLM_ACCTCOMMENTS	GL_ACCOUNT      	O	
GLM_ACCTCOMMENTS	SEQUENCE_NUM    	G	
GLM_ACCTCOMMENTS	SEQUENCE_NUM    	O	
GLM_ACCTSUMMARY 	FIRM_ID         	O	
GLM_AUDITCONTROL	AUDIT_NUMBER    	C	
GLM_AUDITCONTROL	FILE_NAME       	C	
GLM_AUDITCONTROL	GL_AUDIT        	C	
GLM_AUDITCONTROL	GL_WORK_FILE    	C	
GLM_AUDITCONTROL	LSTUPD_DATE     	C	
GLM_AUDITCONTROL	LSTUPD_TIME     	C	
GLM_AUDITCONTROL	LSTUPD_TIME     	L	
GLM_AUDITCONTROL	LSTUSE_DATE     	C	
GLM_AUDITCONTROL	LSTUSE_TIME     	C	
GLM_AUDITCONTROL	LSTUSE_TIME     	L	
GLM_BANKMASTER  	ADDRESS_LINE_2  	L	
GLM_BANKMASTER  	ADDRESS_LINE_3  	L	
GLM_BANKMASTER  	BOOK_BALANCE    	O	
GLM_BANKMASTER  	CURSTM_DATE     	O	
GLM_BANKMASTER  	CUR_STMT_AMT    	O	
GLM_BANKMASTER  	FIRM_ID         	O	
GLM_BANKMASTER  	PRI_END_AMT     	O	
GLM_BANKMASTER  	PRI_END_DATE    	O	
GLM_BUDGETMASTER	FIRM_ID         	O	
GLM_COFINASSIGN 	FIRM_ID         	O	
GLM_FINASSIGN   	FIRM_ID         	O	
GLM_FINCOLUMNS  	FIRM_ID         	O	
GLM_FINDETAIL   	FIRM_ID         	O	
GLM_FINHEADING  	FIRM_ID         	O	
GLM_FINHEADING  	RPT_HEADING     	O	
GLM_FINHEADING  	SEQUENCE_NO     	O	
GLM_FINMASTER   	FIRM_ID         	O	
GLM_FINMASTER   	GL_RPT_LINE     	O	
GLR_ACCTLIST    	GL_ACCOUNT      	1	
GLR_ACCTLIST    	GL_ACCOUNT      	2	
GLR_BALANCE     	REPORT_TYPE     	O	
GLR_BUDGETREPORT	GL_ACCOUNT      	1	
GLR_BUDGETREPORT	GL_ACCOUNT      	2	
GLR_BUDGETUPDATE	FIRM_ID         	O	
GLR_DAILYDETAIL 	GL_ACCOUNT      	1	
GLR_DAILYDETAIL 	GL_ACCOUNT      	2	
GLR_DAILYDETAIL 	GL_ADT_NO       	1	
GLR_DAILYDETAIL 	GL_ADT_NO       	2	
GLR_DAILYDETAIL 	GL_AUDIT        	1	
GLR_DAILYDETAIL 	GL_AUDIT        	2	
GLR_DAILYDETAIL 	TRNS_DATE       	1	
GLR_DAILYDETAIL 	TRNS_DATE       	2	
GLR_PROFITLOSS  	PERIOD_YEAR     	Y	
GLR_PROFITLOSS  	REPORT_TYPE     	O	
GLR_SUMMARY     	GL_ACCOUNT      	1	
GLR_SUMMARY     	GL_ACCOUNT      	2	
GLR_TRANSHISTORY	PICK_ACCOUNT    	1	
GLR_TRANSHISTORY	PICK_ACCOUNT    	2	
GLR_TRANSHISTORY	PICK_ACCOUNT    	3	
GLR_TRANSHISTORY	PICK_PER        	1	
GLR_TRANSHISTORY	PICK_PER        	2	
GLR_TRANSHISTORY	PICK_PER        	3	
GLR_TRANSHISTORY	PICK_YEAR       	1	
GLR_TRANSHISTORY	PICK_YEAR       	2	
GLR_TRANSHISTORY	PICK_YEAR       	3	
GLR_TRIALBALANCE	PERIOD_YEAR     	Y	
GLS_CALENDAR    	ABBR_NAME       	C	
GLS_CALENDAR    	ACCT_INPUT      	L	
GLS_CALENDAR    	ACCT_INPUT      	W	
GLS_CALENDAR    	ACCT_LENGTH     	O	
GLS_CALENDAR    	ACCT_MN_COLS    	L	
GLS_CALENDAR    	ACCT_MN_COLS    	W	
GLS_CALENDAR    	ACCT_MN_TYPE    	L	
GLS_CALENDAR    	ACCT_MN_TYPE    	W	
GLS_CALENDAR    	ACCT_OUTPUT     	L	
GLS_CALENDAR    	ACCT_OUTPUT     	W	
GLS_CALENDAR    	AMOUNT_MASK     	L	
GLS_CALENDAR    	AMOUNT_MASK     	W	
GLS_CALENDAR    	BUDGET_FLAG     	L	
GLS_CALENDAR    	BUDGET_FLAG     	W	
GLS_CALENDAR    	BUD_MN_COLS     	L	
GLS_CALENDAR    	BUD_MN_COLS     	W	
GLS_CALENDAR    	BUD_MN_TYPE     	L	
GLS_CALENDAR    	BUD_MN_TYPE     	W	
GLS_CALENDAR    	DETAIL_FLAG     	L	
GLS_CALENDAR    	DETAIL_FLAG     	W	
GLS_CALENDAR    	FIRM_ID         	O	
GLS_CALENDAR    	GL              	O	
GLS_CALENDAR    	GL_POST_CODE    	L	
GLS_CALENDAR    	GL_POST_CODE    	W	
GLS_CALENDAR    	GL_YR_CLOSED    	C	
GLS_CALENDAR    	LOCKED_DATE     	C	
GLS_CALENDAR    	MAX_ACCT_LEN    	O	
GLS_CALENDAR    	PERCENT_MASK    	L	
GLS_CALENDAR    	PERCENT_MASK    	W	
GLS_CALENDAR    	PERIOD_NAME     	C	
GLS_CALENDAR    	PER_ENDING      	C	
GLS_CALENDAR    	RETAIN_DET      	L	
GLS_CALENDAR    	RETAIN_DET      	W	
GLS_CALENDAR    	SEQUENCE_00     	O	
GLS_CALENDAR    	TOTAL_PERS      	C	
GLS_CALENDAR    	UNITS_FLAG      	L	
GLS_CALENDAR    	UNITS_FLAG      	W	
GLS_CALENDAR    	UNIT_MASK       	L	
GLS_CALENDAR    	UNIT_MASK       	W	
GLS_COLUMNS     	ABBR_NAME       	L	
GLS_COLUMNS     	ABBR_NAME       	W	
GLS_COLUMNS     	ACCT_INPUT      	L	
GLS_COLUMNS     	ACCT_INPUT      	W	
GLS_COLUMNS     	ACCT_LENGTH     	O	
GLS_COLUMNS     	ACCT_OUTPUT     	L	
GLS_COLUMNS     	ACCT_OUTPUT     	W	
GLS_COLUMNS     	AMOUNT_MASK     	L	
GLS_COLUMNS     	AMOUNT_MASK     	W	
GLS_COLUMNS     	BUDGET_FLAG     	L	
GLS_COLUMNS     	BUDGET_FLAG     	W	
GLS_COLUMNS     	CURRENT_PER     	L	
GLS_COLUMNS     	CURRENT_PER     	W	
GLS_COLUMNS     	CURRENT_YEAR    	L	
GLS_COLUMNS     	CURRENT_YEAR    	W	
GLS_COLUMNS     	DETAIL_FLAG     	L	
GLS_COLUMNS     	DETAIL_FLAG     	W	
GLS_COLUMNS     	FIRM_ID         	O	
GLS_COLUMNS     	GL              	O	
GLS_COLUMNS     	GL_POST_CODE    	L	
GLS_COLUMNS     	GL_POST_CODE    	W	
GLS_COLUMNS     	GL_YR_CLOSED    	L	
GLS_COLUMNS     	GL_YR_CLOSED    	W	
GLS_COLUMNS     	LOCKED_DATE     	L	
GLS_COLUMNS     	LOCKED_DATE     	W	
GLS_COLUMNS     	LOCKED_FLAG     	L	
GLS_COLUMNS     	LOCKED_FLAG     	W	
GLS_COLUMNS     	MAX_ACCT_LEN    	O	
GLS_COLUMNS     	PERCENT_MASK    	L	
GLS_COLUMNS     	PERCENT_MASK    	W	
GLS_COLUMNS     	PERIOD_NAME     	L	
GLS_COLUMNS     	PERIOD_NAME     	W	
GLS_COLUMNS     	PER_ENDING      	L	
GLS_COLUMNS     	PER_ENDING      	W	
GLS_COLUMNS     	RETAIN_DET      	L	
GLS_COLUMNS     	RETAIN_DET      	W	
GLS_COLUMNS     	SEQUENCE_00     	O	
GLS_COLUMNS     	TOTAL_PERS      	L	
GLS_COLUMNS     	TOTAL_PERS      	W	
GLS_COLUMNS     	UNITS_FLAG      	L	
GLS_COLUMNS     	UNITS_FLAG      	W	
GLS_COLUMNS     	UNIT_MASK       	L	
GLS_COLUMNS     	UNIT_MASK       	W	
GLS_EARNINGS    	FIRM_ID         	O	
GLS_EARNINGS    	GL              	W	
GLS_EARNINGS    	SEQUENCE_01     	W	
GLS_FINANCIALS  	FIRM_ID         	O	
GLS_PARAMS      	ABBR_NAME       	C	
GLS_PARAMS      	ABBR_NAME       	L	
GLS_PARAMS      	ABBR_NAME       	W	
GLS_PARAMS      	ACCT_LENGTH     	O	
GLS_PARAMS      	ACCT_MN_COLS    	C	
GLS_PARAMS      	ACCT_MN_COLS    	L	
GLS_PARAMS      	ACCT_MN_COLS    	W	
GLS_PARAMS      	ACCT_MN_TYPE    	C	
GLS_PARAMS      	ACCT_MN_TYPE    	L	
GLS_PARAMS      	ACCT_MN_TYPE    	W	
GLS_PARAMS      	ACCT_OUTPUT     	O	
GLS_PARAMS      	BUD_MN_COLS     	C	
GLS_PARAMS      	BUD_MN_COLS     	L	
GLS_PARAMS      	BUD_MN_COLS     	W	
